,0,1,2,3,4,5,6
3215,daniell01,Lloyd Daniels,1993-1998,0,d,https://www.basketball-reference.com/players/d/daniell01.html,
3216,nealll01,Lloyd Neal,1973-1979,0,n,https://www.basketball-reference.com/players/n/nealll01.html,
3217,waltoll01,Lloyd Walton,1977-1981,0,w,https://www.basketball-reference.com/players/w/waltoll01.html,
3218,vandelo01,Logan Vander Velden,1996,0,v,https://www.basketball-reference.com/players/v/vandelo01.html,
3219,perralo01,London Perrantes,2018,1,p,https://www.basketball-reference.com/players/p/perralo01.html,
3220,egglelo01,Lonnie Eggleston,1949,0,e,https://www.basketball-reference.com/players/e/egglelo01.html,
3221,kluttlo01,Lonnie Kluttz,1971,0,k,https://www.basketball-reference.com/players/k/kluttlo01.html,
3222,lynnlo01,Lonnie Lynn,1970,0,l,https://www.basketball-reference.com/players/l/lynnlo01.html,
3223,sheltlo01,Lonnie Shelton,1977-1986,0,s,https://www.basketball-reference.com/players/s/sheltlo01.html,
3224,walkelo01,Lonnie Walker,-,0,w,https://www.basketball-reference.com/players/w/walkelo01.html,
3225,wrighlo01,Lonnie Wright,1968-1972,0,w,https://www.basketball-reference.com/players/w/wrighlo01.html,
3226,baxtelo01,Lonny Baxter,2003-2006,0,b,https://www.basketball-reference.com/players/b/baxtelo01.html,
3227,balllo01,Lonzo Ball,2018-2019,1,b,https://www.basketball-reference.com/players/b/balllo01.html,
3228,meyerlo01,Loren Meyer,1996-1999,0,m,https://www.basketball-reference.com/players/m/meyerlo01.html,
3229,woodslo01,Loren Woods,2002-2008,0,w,https://www.basketball-reference.com/players/w/woodslo01.html,
3230,wrighlo02,Lorenzen Wright,1997-2009,0,w,https://www.basketball-reference.com/players/w/wrighlo02.html,
3231,brownlo01,Lorenzo Brown,2014-2019,1,b,https://www.basketball-reference.com/players/b/brownlo01.html,
3232,charllo01,Lorenzo Charles,1986,0,c,https://www.basketball-reference.com/players/c/charllo01.html,
3233,romarlo01,Lorenzo Romar,1981-1985,0,r,https://www.basketball-reference.com/players/r/romarlo01.html,
3234,willilo01,Lorenzo Williams,1993-2000,0,w,https://www.basketball-reference.com/players/w/willilo01.html,
3235,jackslo01,Lorne Jackson,-,0,j,https://www.basketball-reference.com/players/j/jackslo01.html,
3236,amundlo01,Lou Amundson,2007-2016,0,a,https://www.basketball-reference.com/players/a/amundlo01.html,
3237,hudsolo01,Lou Hudson,1967-1979,0,h,https://www.basketball-reference.com/players/h/hudsolo01.html,
3238,roelo01,Lou Roe,1996-1997,0,r,https://www.basketball-reference.com/players/r/roelo01.html,
3239,spicelo01,Lou Spicer,1947,0,s,https://www.basketball-reference.com/players/s/spicelo01.html,
3240,tsiorlo01,Lou Tsioropoulos,1957-1959,0,t,https://www.basketball-reference.com/players/t/tsiorlo01.html,
3241,willilo02,Lou Williams,2006-2019,1,w,https://www.basketball-reference.com/players/w/willilo02.html,
3242,dampilo01,Louie Dampier,1968-1979,0,d,https://www.basketball-reference.com/players/d/dampilo01.html,
3243,nelsolo01,Louie Nelson,1974-1978,0,n,https://www.basketball-reference.com/players/n/nelsolo01.html,
3244,labeylo01,Louis Labeyrie,-,0,l,https://www.basketball-reference.com/players/l/labeylo01.html,
3245,orrlo01,Louis Orr,1981-1988,0,o,https://www.basketball-reference.com/players/o/orrlo01.html,
3246,moorelo01,Lowes Moore,1981-1983,0,m,https://www.basketball-reference.com/players/m/moorelo01.html,
3247,peterlo01,Loy Petersen,1969-1970,0,p,https://www.basketball-reference.com/players/p/peterlo01.html,
3248,vaughlo01,Loy Vaught,1991-2001,0,v,https://www.basketball-reference.com/players/v/vaughlo01.html,
3249,kinglo01,Loyd King,1972-1973,0,k,https://www.basketball-reference.com/players/k/kinglo01.html,
3250,longllu01,Luc Longley,1992-2001,0,l,https://www.basketball-reference.com/players/l/longllu01.html,
3251,mbahalu01,Luc Mbah a Moute,2009-2019,1,m,https://www.basketball-reference.com/players/m/mbahalu01.html,
3252,noguelu01,Lucas Nogueira,2015-2018,1,n,https://www.basketball-reference.com/players/n/noguelu01.html,
3253,harrilu01,Lucious Harris,1994-2005,0,h,https://www.basketball-reference.com/players/h/harrilu01.html,
3254,allenlu01,Lucius Allen,1970-1979,0,a,https://www.basketball-reference.com/players/a/allenlu01.html,
3255,florelu01,Luis Flores,2005,0,f,https://www.basketball-reference.com/players/f/florelu01.html,
3256,montelu01,Luis Montero,2016-2018,1,m,https://www.basketball-reference.com/players/m/montelu01.html,
3257,scolalu01,Luis Scola,2008-2017,0,s,https://www.basketball-reference.com/players/s/scolalu01.html,
3258,doncilu01,Luka Doncic,2019,1,d,https://www.basketball-reference.com/players/d/doncilu01.html,
3259,mitrolu01,Luka Mitrovic,-,0,m,https://www.basketball-reference.com/players/m/mitrolu01.html,
3260,babbilu01,Luke Babbitt,2011-2018,1,b,https://www.basketball-reference.com/players/b/babbilu01.html,
3261,haranlu01,Luke Harangody,2011-2012,0,h,https://www.basketball-reference.com/players/h/haranlu01.html,
3262,jackslu01,Luke Jackson,1965-1972,0,j,https://www.basketball-reference.com/players/j/jackslu01.html,
3263,jackslu02,Luke Jackson,2005-2008,0,j,https://www.basketball-reference.com/players/j/jackslu02.html,
3264,kennalu01,Luke Kennard,2018-2019,1,k,https://www.basketball-reference.com/players/k/kennalu01.html,
3265,kornelu01,Luke Kornet,2018,1,k,https://www.basketball-reference.com/players/k/kornelu01.html,
3266,petralu01,Luke Petrasek,-,0,p,https://www.basketball-reference.com/players/p/petralu01.html,
3267,ridnolu01,Luke Ridnour,2004-2015,0,r,https://www.basketball-reference.com/players/r/ridnolu01.html,
3268,schenlu01,Luke Schenscher,2006-2007,0,s,https://www.basketball-reference.com/players/s/schenlu01.html,
3269,sikmalu01,Luke Sikma,-,0,s,https://www.basketball-reference.com/players/s/sikmalu01.html,
3270,waltolu01,Luke Walton,2004-2013,0,w,https://www.basketball-reference.com/players/w/waltolu01.html,
3271,wittelu01,Luke Witte,1974-1976,0,w,https://www.basketball-reference.com/players/w/wittelu01.html,
3272,zellelu01,Luke Zeller,2013,0,z,https://www.basketball-reference.com/players/z/zellelu01.html,
3273,denglu01,Luol Deng,2005-2018,1,d,https://www.basketball-reference.com/players/d/denglu01.html,
3274,greenlu01,Luther Green,1970-1973,0,g,https://www.basketball-reference.com/players/g/greenlu01.html,
3275,headlu01,Luther Head,2006-2011,0,h,https://www.basketball-reference.com/players/h/headlu01.html,
3276,rackllu01,Luther Rackley,1970-1974,0,r,https://www.basketball-reference.com/players/r/rackllu01.html,
3277,wrighlu01,Luther Wright,1994,0,w,https://www.basketball-reference.com/players/w/wrighlu01.html,
3278,greerly01,Lynn Greer,2007,0,g,https://www.basketball-reference.com/players/g/greerly01.html,
3279,shackly01,Lynn Shackelford,1970,0,s,https://www.basketball-reference.com/players/s/shackly01.html,
3280,carrml01,M.L. Carr,1976-1985,0,c,https://www.basketball-reference.com/players/c/carrml01.html,
3281,waynsma01,Maalik Wayns,2013-2014,1,w,https://www.basketball-reference.com/players/w/waynsma01.html,
3282,leunema01,Maarty Leunen,-,0,l,https://www.basketball-reference.com/players/l/leunema01.html,
3283,koshwma01,Mac Koshwal,-,0,k,https://www.basketball-reference.com/players/k/koshwma01.html,
3284,ottenma01,Mac Otten,1950,0,o,https://www.basketball-reference.com/players/o/ottenma01.html,
3285,bastoma01,Maceo Baston,2003-2009,0,b,https://www.basketball-reference.com/players/b/bastoma01.html,
3286,lampema01,Maciej Lampe,2004-2006,0,l,https://www.basketball-reference.com/players/l/lampema01.html,
3287,calvima01,Mack Calvin,1970-1981,0,c,https://www.basketball-reference.com/players/c/calvima01.html,
3288,daughma01,Mack Daughtry,1971,0,d,https://www.basketball-reference.com/players/d/daughma01.html,
3289,johnsma02,Magic Johnson,1980-1996,0,j,https://www.basketball-reference.com/players/j/johnsma02.html,
3290,abdulma02,Mahmoud Abdul-Rauf,1991-2001,0,a,https://www.basketball-reference.com/players/a/abdulma02.html,
3291,jonesma01,Major Jones,1980-1985,0,j,https://www.basketball-reference.com/players/j/jonesma01.html,
3292,ndiayma01,Makhtar N'Diaye,1999,0,n,https://www.basketball-reference.com/players/n/ndiayma01.html,
3293,grahama01,Mal Graham,1968-1969,0,g,https://www.basketball-reference.com/players/g/grahama01.html,
3294,mcmulma01,Mal McMullen,1950-1951,0,m,https://www.basketball-reference.com/players/m/mcmulma01.html,
3295,richama01,Malachi Richardson,2017-2019,1,r,https://www.basketball-reference.com/players/r/richama01.html,
3296,brogdma01,Malcolm Brogdon,2017-2019,1,b,https://www.basketball-reference.com/players/b/brogdma01.html,
3297,delanma01,Malcolm Delaney,2017-2018,1,d,https://www.basketball-reference.com/players/d/delanma01.html,
3298,leema01,Malcolm Lee,2012-2015,0,l,https://www.basketball-reference.com/players/l/leema01.html,
3299,mackema01,Malcolm Mackey,1994,0,m,https://www.basketball-reference.com/players/m/mackema01.html,
3300,millema01,Malcolm Miller,2018,1,m,https://www.basketball-reference.com/players/m/millema01.html,
3301,thomama01,Malcolm Thomas,2012-2015,0,t,https://www.basketball-reference.com/players/t/thomama01.html,
3302,allenma01,Malik Allen,2002-2011,0,a,https://www.basketball-reference.com/players/a/allenma01.html,
3303,beaslma01,Malik Beasley,2017-2019,1,b,https://www.basketball-reference.com/players/b/beaslma01.html,
3304,hairsma01,Malik Hairston,2009-2010,0,h,https://www.basketball-reference.com/players/h/hairsma01.html,
3305,monkma01,Malik Monk,2018-2019,1,m,https://www.basketball-reference.com/players/m/monkma01.html,
3306,newmama01,Malik Newman,-,0,n,https://www.basketball-reference.com/players/n/newmama01.html,
3307,rosema01,Malik Rose,1997-2009,0,r,https://www.basketball-reference.com/players/r/rosema01.html,
3308,sealyma01,Malik Sealy,1993-2000,0,s,https://www.basketball-reference.com/players/s/sealyma01.html,
3309,ndiayma02,Mamadou N'Diaye,2001-2005,0,n,https://www.basketball-reference.com/players/n/ndiayma02.html,
3310,ndiayma03,Mamadou Ndiaye,-,0,n,https://www.basketball-reference.com/players/n/ndiayma03.html,
3311,mathima01,Mangok Mathiang,2018,1,m,https://www.basketball-reference.com/players/m/mathima01.html,
3312,harrima01,Manny Harris,2011-2017,1,h,https://www.basketball-reference.com/players/h/harrima01.html,
3313,leaksma01,Manny Leaks,1969-1974,0,l,https://www.basketball-reference.com/players/l/leaksma01.html,
3314,ginobma01,Manu Ginobili,2003-2018,0,g,https://www.basketball-reference.com/players/g/ginobma01.html,
3315,bolma01,Manute Bol,1986-1995,0,b,https://www.basketball-reference.com/players/b/bolma01.html,
3316,gasolma01,Marc Gasol,2009-2019,1,g,https://www.basketball-reference.com/players/g/gasolma01.html,
3317,iavarma01,Marc Iavaroni,1983-1989,0,i,https://www.basketball-reference.com/players/i/iavarma01.html,
3318,jacksma02,Marc Jackson,2001-2007,0,j,https://www.basketball-reference.com/players/j/jacksma02.html,
3319,lovinma01,Marc Loving,-,0,l,https://www.basketball-reference.com/players/l/lovinma01.html,
3320,huertma01,Marcelo Huertas,2016-2017,1,h,https://www.basketball-reference.com/players/h/huertma01.html,
3321,gortama01,Marcin Gortat,2008-2019,1,g,https://www.basketball-reference.com/players/g/gortama01.html,
3322,belinma01,Marco Belinelli,2008-2019,1,b,https://www.basketball-reference.com/players/b/belinma01.html,
3323,banksma01,Marcus Banks,2004-2011,0,b,https://www.basketball-reference.com/players/b/banksma01.html,
3324,brownma01,Marcus Brown,1997-2000,0,b,https://www.basketball-reference.com/players/b/brownma01.html,
3325,cambyma01,Marcus Camby,1997-2013,0,c,https://www.basketball-reference.com/players/c/cambyma01.html,
3326,cousima01,Marcus Cousin,2011,0,c,https://www.basketball-reference.com/players/c/cousima01.html,
3327,denmoma01,Marcus Denmon,-,0,d,https://www.basketball-reference.com/players/d/denmoma01.html,
3328,derrima01,Marcus Derrickson,-,0,d,https://www.basketball-reference.com/players/d/derrima01.html,
3329,eriksma01,Marcus Eriksson,-,0,e,https://www.basketball-reference.com/players/e/eriksma01.html,
3330,fizerma01,Marcus Fizer,2001-2006,0,f,https://www.basketball-reference.com/players/f/fizerma01.html,
3331,georgma01,Marcus Georges-Hunt,2017-2018,1,g,https://www.basketball-reference.com/players/g/georgma01.html,
3332,haislma01,Marcus Haislip,2003-2010,0,h,https://www.basketball-reference.com/players/h/haislma01.html,
3333,landrma01,Marcus Landry,2010,0,l,https://www.basketball-reference.com/players/l/landrma01.html,
3334,leema02,Marcus Lee,-,0,l,https://www.basketball-reference.com/players/l/leema02.html,
3335,liberma01,Marcus Liberty,1991-1994,0,l,https://www.basketball-reference.com/players/l/liberma01.html,
3336,morrima03,Marcus Morris,2012-2019,1,m,https://www.basketball-reference.com/players/m/morrima03.html,
3337,paigema01,Marcus Paige,2018,1,p,https://www.basketball-reference.com/players/p/paigema01.html,
3338,simmoma01,Marcus Simmons,-,0,s,https://www.basketball-reference.com/players/s/simmoma01.html,
3339,smartma01,Marcus Smart,2015-2019,1,s,https://www.basketball-reference.com/players/s/smartma01.html,
3340,thornma01,Marcus Thornton,2010-2017,1,t,https://www.basketball-reference.com/players/t/thornma01.html,
3341,thornma02,Marcus Thornton,-,0,t,https://www.basketball-reference.com/players/t/thornma02.html,
3342,vincima01,Marcus Vinicius,2007-2008,0,v,https://www.basketball-reference.com/players/v/vincima01.html,
3343,webbma01,Marcus Webb,1993,0,w,https://www.basketball-reference.com/players/w/webbma01.html,
3344,willima03,Marcus Williams,2007-2010,0,w,https://www.basketball-reference.com/players/w/willima03.html,
3345,willima04,Marcus Williams,2008-2009,0,w,https://www.basketball-reference.com/players/w/willima04.html,
3346,collima01,Mardy Collins,2007-2010,0,c,https://www.basketball-reference.com/players/c/collima01.html,
3347,austima01,Mario Austin,-,0,a,https://www.basketball-reference.com/players/a/austima01.html,
3348,bennema01,Mario Bennett,1996-2000,0,b,https://www.basketball-reference.com/players/b/bennema01.html,
3349,chalmma01,Mario Chalmers,2009-2018,1,c,https://www.basketball-reference.com/players/c/chalmma01.html,
3350,eliema01,Mario Elie,1991-2001,0,e,https://www.basketball-reference.com/players/e/eliema01.html,
3351,hezonma01,Mario Hezonja,2016-2019,1,h,https://www.basketball-reference.com/players/h/hezonma01.html,
3352,kasunma01,Mario Kasun,2005-2006,0,k,https://www.basketball-reference.com/players/k/kasunma01.html,
3353,westma02,Mario West,2008-2011,0,w,https://www.basketball-reference.com/players/w/westma02.html,
3354,acresma01,Mark Acres,1988-1993,0,a,https://www.basketball-reference.com/players/a/acresma01.html,
3355,aguirma01,Mark Aguirre,1982-1994,0,a,https://www.basketball-reference.com/players/a/aguirma01.html,
3356,alarima01,Mark Alarie,1987-1991,0,a,https://www.basketball-reference.com/players/a/alarima01.html,
3357,blounma01,Mark Blount,2001-2009,0,b,https://www.basketball-reference.com/players/b/blounma01.html,
3358,bradtma01,Mark Bradtke,1997,0,b,https://www.basketball-reference.com/players/b/bradtma01.html,
3359,bryanma01,Mark Bryant,1989-2003,0,b,https://www.basketball-reference.com/players/b/bryanma01.html,
3360,crowma01,Mark Crow,1978,0,c,https://www.basketball-reference.com/players/c/crowma01.html,
3361,davisma02,Mark Davis,1996-2000,0,d,https://www.basketball-reference.com/players/d/davisma02.html,
3362,davisma01,Mark Davis,1989,0,d,https://www.basketball-reference.com/players/d/davisma01.html,
3363,eatonma01,Mark Eaton,1983-1993,0,e,https://www.basketball-reference.com/players/e/eatonma01.html,
3364,hendrma01,Mark Hendrickson,1997-2000,0,h,https://www.basketball-reference.com/players/h/hendrma01.html,
3365,jacksma01,Mark Jackson,1988-2004,0,j,https://www.basketball-reference.com/players/j/jacksma01.html,
3366,jonesma03,Mark Jones,2005,0,j,https://www.basketball-reference.com/players/j/jonesma03.html,
3367,jonesma02,Mark Jones,1984,0,j,https://www.basketball-reference.com/players/j/jonesma02.html,
3368,landsma01,Mark Landsberger,1978-1984,0,l,https://www.basketball-reference.com/players/l/landsma01.html,
3369,lyonsma01,Mark Lyons,-,0,l,https://www.basketball-reference.com/players/l/lyonsma01.html,
3370,maconma01,Mark Macon,1992-1999,0,m,https://www.basketball-reference.com/players/m/maconma01.html,
3371,madsema01,Mark Madsen,2001-2009,0,m,https://www.basketball-reference.com/players/m/madsema01.html,
3372,mcnamma01,Mark McNamara,1983-1991,0,m,https://www.basketball-reference.com/players/m/mcnamma01.html,
3373,minorma01,Mark Minor,1973,0,m,https://www.basketball-reference.com/players/m/minorma01.html,
3374,olberma01,Mark Olberding,1976-1987,0,o,https://www.basketball-reference.com/players/o/olberma01.html,
3375,popema01,Mark Pope,1998-2005,0,p,https://www.basketball-reference.com/players/p/popema01.html,
3376,pricema01,Mark Price,1987-1998,0,p,https://www.basketball-reference.com/players/p/pricema01.html,
3377,radfoma01,Mark Radford,1982-1983,0,r,https://www.basketball-reference.com/players/r/radfoma01.html,
